Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S09897,Math,Music Dog.,2025-01-17,Not Done,A+,No
S00989,Science,Feel Beat.,2024-10-22,Not Done,A,No
S05441,Geography,Night Range Teach.,2024-11-21,Not Done,C,No
S02780,Science,Somebody Option Movie.,2025-02-08,Pending,F,No
S02583,Geography,Because.,2025-02-18,Not Done,F,No
S00044,History,President Ask.,2025-02-22,Done,B-,Yes
S01550,Science,Eight Officer Blood.,2024-09-23,Done,D,-
S02755,History,Lay Strong.,2024-11-20,Not Done,D,Yes
S01531,Science,Just Health.,2024-10-29,Pending,C,-
S03980,Arabic,Method Sometimes.,2024-11-04, Done ,A+,-
S02232,History,Movie Garden.,2025-01-16, Done ,C,No
S10087,Math,Exactly Mean Investment.,2024-12-13,Done,B-,-
S04377,Math,Vote.,2025-05-02,Not Done,B-,No
S00998,Geography,White Morning.,2025-01-23,Pending,B-,No
S01633,History,Indicate.,2024-11-28,Pending,B,No
S08847,English,Walk Plan.,2024-12-29,Not Done,C-,No
S07081,Geography,Gas Successful.,2024-11-18,Not Done,A,-
S10321,Math,Hand Involve.,2025-02-04,Not Done,C,-
S00710,Science,Detail Pass Yourself.,2025-01-14,Done,F,-
S07855,Science,Court Career Kid.,2024-12-11, Done ,A+,-
S02919,History,Congress Few.,2025-01-16,Not Done,C-,-
S02955,Arabic,Yes Piece Admit.,2025-02-02, Done ,C-,-
S06519,Arabic,Order Throw Car Successful.,2024-10-21,Not Done,B,No
S07378,History,Term.,2024-11-10,Not Done,B,Yes
S02439,History,Alone.,2025-02-10,Done,F,Yes
S02636,Geography,Born Case.,2024-10-01,Pending,B-,No
S04594,English,Explain Involve Return.,2025-05-02, Done ,A,No
S12070,Math,Agree Economic Speak.,2024-09-16,Not Done,B,Yes
S03255,Geography,Travel Long.,2024-11-28,Not Done,C-,No
S08038,Science,Early Affect.,2025-01-05,Done,A+,No
S00605,Math,Likely Hard Modern.,2024-10-17,Done,C,No
S01058,Math,Property Without.,2025-01-25, Done ,D,-
S03527,Arabic,Person This.,2025-01-30, Done ,A,Yes
S12126,Geography,Other Stop Affect.,2025-12-01,Not Done,C,Yes
S02902,Science,Hear Look.,2024-09-16,Pending,B,-
S02079,History,Hold Have Boy.,2024-09-24,Not Done,F,-
S07857,Math,Newspaper Toward Pass.,2025-02-01,Done,C-,No
S01636,Arabic,Past Large Threat.,2025-02-17,Not Done,B-,No
S02128,English,Wife Everyone Candidate.,2024-11-11,Not Done,A+,No
S04549,History,Well Data.,2025-01-05,Not Done,C-,-
S07736,English,Success Real Travel Since.,2024-11-19,Done,C,-
S00952,Arabic,In Camera.,2024-11-21,Not Done,F,Yes
S06634,Geography,Word Require.,2024-12-16,Done,D,-
S04934,Arabic,General Center Stock Generation.,2025-03-06,Pending,D,-
S09505,Science,Morning Bed.,2024-09-09,Not Done,B,Yes
S05733,Arabic,They Article Understand.,2025-02-16,Done,C,-
S08156,English,I Admit View Draw.,2024-09-30,Pending,B-,Yes
S08492,History,Seek Create.,2025-01-19,Pending,D,Yes
S03879,Arabic,Industry Hard Save.,2024-10-10,Not Done,D,-
S08545,History,Side Crime.,2024-12-29,Pending,A,-
S11853,English,Discuss Both.,2024-12-23,Done,A,-
S00295,Arabic,Always Detail Policy.,2025-03-04,Done,A+,No
S10488,Math,International Including.,2024-09-19,Done,C,-
S09970,English,Language Coach Other.,2024-09-29,Done,A+,-
S06107,Arabic,Paper Executive.,2024-11-30,Not Done,B,-
S11439,History,Know True.,2024-09-19, Done ,C,-
S04539,Math,Store Talk Seek.,2024-09-27, Done ,C-,Yes
S08762,Math,Word Room Ahead.,2024-12-16, Done ,B-,-
S04876,Arabic,Evening Yes.,2025-03-03, Done ,C,-
S01661,Math,Public Administration Something.,2025-01-11,Done,B,No
S06169,Science,Agent Front Behind Sound.,2025-01-11,Not Done,D,-
S09909,History,Against Realize Nature.,2025-02-16, Done ,A+,-
S11519,English,Might Maintain.,2024-11-25,Done,B-,-
S05488,Math,Deal Religious New Within.,2025-01-22,Done,B-,-
S09683,English,Contain Somebody Share.,2024-11-19,Not Done,D,No
S03837,History,Analysis Nation Across.,2024-10-26,Not Done,F,-
S08222,English,Let Friend.,2024-11-03, Done ,B,Yes
S04503,Math,Statement Over.,2025-12-02,Not Done,C-,Yes
S11488,History,Still Store Hear.,2024-12-28, Done ,B-,-
S09952,Geography,Local Within Ball.,2025-01-27,Pending,B,No
S01468,Science,Peace Their Appear.,2024-11-30,Pending,A+,No
S02928,Geography,Mission Main.,2024-12-09,Not Done,C-,No
S06536,Science,Reason Only Bring.,2024-12-21,Pending,C,-
S02520,Science,Rather Nearly International.,2024-09-19,Done,B,Yes
S01918,Arabic,Popular.,2024-10-03,Not Done,A,Yes
S10445,Geography,Floor Cover Cultural.,2024-11-29,Not Done,A,Yes
S07730,Geography,Anyone Light Just Technology.,2024-10-06, Done ,B,-
S00570,Math,Sense Wait.,2024-10-25,Not Done,C,Yes
S11508,Geography,Shoulder Teacher.,2024-11-20,Pending,A+,-
S10352,History,That Skin Machine.,2025-01-19,Not Done,C-,Yes
S03155,Arabic,Effect Top Trouble Least.,2024-12-31,Done,A+,No
S08348,Arabic,Easy Reduce.,2024-11-07,Not Done,C,-
S06777,Geography,Old Rate Keep Free.,2025-01-27,Not Done,A+,No
S00567,Arabic,Forward Others Fear.,2024-10-29,Done,D,No
S09102,English,Number Determine Evidence.,2024-12-24, Done ,C,-
S04562,Math,Almost Stop Media.,2025-01-23,Done,B-,Yes
S11802,English,While Something.,2024-10-11,Not Done,D,No
S06006,Arabic,Resource.,2024-12-21,Done,A+,Yes
S11735,History,World Move.,2025-02-15,Pending,D,-
S05081,English,Likely.,2024-11-21,Not Done,A+,No
S02178,English,Despite A Voice.,2025-01-07,Done,B,Yes
S06598,English,Among Amount Leader Structure.,2025-02-28,Done,B,Yes
S08374,Science,Woman Into.,2024-09-27,Not Done,A,-
S00494,History,Court Sing.,2025-03-04,Done,A,No
S00353,Arabic,Single Seat.,2025-02-27,Done,A+,Yes
S00693,Arabic,Car Enter.,2025-01-03,Not Done,A+,-
S10080,Science,Seat Decade Kitchen.,2024-10-18,Pending,C-,Yes
S07174,Geography,Point Throughout Evidence.,2024-10-26,Not Done,F,Yes
S10018,History,Father Eight.,2025-02-27,Done,B-,-
S05733,Arabic,Set But.,2025-02-17,Done,F,Yes
S04716,History,Do End Friend.,2024-01-12, Done ,A,-
S00008,Science,Central After.,2024-12-14,Pending,A+,Yes
S08339,Science,Pass They When.,2024-10-26,Done,C,Yes
S02911,Geography,Market Newspaper.,2025-01-15,Not Done,A,No
S05239,Science,Significant Major.,2024-12-10,Not Done,A,-
S00924,Math,Bed Price Ready.,2024-11-08,Done,F,No
S11804,Geography,Reason Participant Point Professor.,2025-03-01,Pending,A,No
S01473,Math,Environmental Goal Free Particularly.,2024-09-27,Pending,D,No
S08404,Geography,Information Next Billion.,2025-02-11,Not Done,A+,-
S08843,Math,Above Anything Organization Could.,2024-07-10,Pending,C,Yes
S03112,Arabic,President Heavy Travel.,2025-01-19,Not Done,D,No
S06032,Arabic,Doctor Pm.,2025-02-19,Not Done,A,-
S05165,English,Positive Dream Relate.,2025-01-14,Done,B-,No
S03000,Arabic,Accept Agreement.,2024-10-09,Not Done,A,No
S05534,Math,Then Sort Wall.,2025-04-02,Not Done,A,No
S02521,Science,Control Nature Either.,2024-06-11,Not Done,C,-
S07821,Science,Capital Better Lose.,2024-10-19,Not Done,A,Yes
S10188,Math,Already Wonder Own.,2024-12-04,Done,F,Yes
S11234,English,Agree Quite Threat Million.,2024-10-27,Done,B-,No
S07750,English,Say Small Base Treatment.,2025-02-26, Done ,C,No
S08565,Arabic,Option Yourself.,2024-09-28,Pending,C,No
S09228,Geography,Art Speak Amount.,2024-10-09, Done ,C-,Yes
S00269,Science,Region You.,2024-10-24,Not Done,A+,No
S01975,Geography,Meet Benefit Save.,2024-09-20,Done,B,No
S06060,Arabic,These They.,2024-11-02,Not Done,F,No
S06392,Arabic,New History Show Seek.,2025-01-20, Done ,B-,Yes
S03242,Math,Green Really Because.,2025-12-02,Not Done,F,Yes
S05986,English,Image Now.,2025-01-26,Not Done,F,Yes
S05059,Math,Parent Arm.,2025-01-16, Done ,F,No
S07695,Math,Cover Sit.,2025-08-03, Done ,C-,No
S04175,English,Class Very Opportunity.,2024-12-26,Pending,F,No
S00262,Science,Race War.,2025-03-04,Pending,A,No
S12126,Arabic,Power Office.,2025-04-03,Not Done,C-,No
S07690,Math,Price Attention.,2024-09-29,Not Done,A,No
S08543,English,Space Toward.,2024-09-19, Done ,C,-
S05062,English,Land.,2025-01-16,Not Done,B-,-
S06687,Arabic,Film.,2025-02-15,Pending,A+,Yes
S05029,Arabic,To Century.,2025-02-11, Done ,A,-
S11809,Geography,Small Here Describe Itself.,2024-09-22,Pending,F,-
S09762,History,Own Low.,2025-01-08,Pending,F,Yes
S09459,Math,White.,2025-01-31,Done,A,No
S06960,Math,Especially Born.,2024-10-18, Done ,B-,No
S12065,Science,Kind Group Trouble.,2024-12-05,Not Done,A,-
S09286,Science,Lead Say Degree.,2025-02-20,Pending,B,Yes
S08847,Science,Give Capital.,2024-10-27,Not Done,B,-
S08765,English,And Sign Run.,2025-02-19,Done,C,Yes
S09488,Science,What Concern Same.,2024-10-12,Not Done,B-,No
S06045,Science,Continue.,2024-11-25, Done ,C-,Yes
S01061,History,Music Necessary Onto.,2025-02-22,Pending,A+,-
S09661,Science,Century Nation All Hundred.,2025-01-23,Not Done,A,No
S01907,English,Plant Soon Kitchen.,2024-12-15,Not Done,B,Yes
S02373,Science,Catch Difficult Stand Happy.,2024-12-12,Pending,A,Yes
S02025,Science,Dark Remain.,2024-12-22,Not Done,B,No
S06017,Science,Role Stop Those.,2025-01-31,Pending,D,-
S00894,Arabic,Around Whatever Far.,2024-11-26,Done,B-,-
S01712,Geography,Information Design.,2025-03-07,Not Done,C,No
S00987,Arabic,Even Happy Hour.,2025-02-17,Not Done,C,-
S10120,English,Back Analysis.,2024-11-19,Not Done,B-,-
S02269,Math,Discover Night Bed.,2024-11-22,Not Done,C-,No
S02443,History,Mean It Course.,2024-09-18, Done ,F,-
S05076,Arabic,Lay Mouth Check.,2024-09-20,Done,C,No
S11330,Arabic,Model College.,2025-12-01,Done,C,Yes
S05982,English,Follow Fine.,2024-10-23,Not Done,A,No
S09938,Math,Agency.,2024-03-11,Pending,C,Yes
S01528,Science,Shoulder Art.,2024-10-31,Pending,B-,Yes
S08550,Arabic,In Newspaper During Arrive.,2025-08-02, Done ,A,-
S02152,Science,Memory Year Family.,2025-03-03,Not Done,B-,Yes
S01068,Geography,Whose School.,2025-01-09,Done,D,-
S03101,Geography,Almost Story Fight.,2025-01-10,Not Done,D,-
S04388,English,Recognize.,2024-11-25,Done,A,Yes
S07832,Science,Probably Beyond Response.,2025-02-20,Done,A,Yes
S01157,Math,Later These Herself.,2024-12-03,Done,B-,No
S09254,Arabic,Computer Middle.,2024-11-08, Done ,B-,-
S06759,History,Animal.,2025-02-28,Done,C-,-
S06057,Geography,Teacher Those.,2024-11-22,Not Done,A,Yes
S02392,Math,Summer Worker.,2024-11-17,Pending,A,-
S10655,Arabic,Cultural.,2025-01-19,Done,A,Yes
S03083,English,Region Soon Responsibility.,2024-09-16,Done,C-,Yes
S09013,History,Political View.,2024-11-14,Done,C,Yes
S07466,Math,Cut Listen.,2024-11-08, Done ,C-,-
S04828,Geography,Before Member.,2024-11-16,Done,D,Yes
S06274,Geography,Sign Front Wait Future.,2024-09-10,Done,F,Yes
S04137,Science,Skill Level Group.,2025-02-10,Not Done,B-,Yes
S00224,Science,Senior Artist Heavy.,2024-11-16,Done,B,Yes
S00075,Arabic,Game.,2024-09-24, Done ,B-,-
S08306,Science,Development Senior.,2024-10-26,Done,B-,No
S04587,Math,Future Then Speak.,2024-10-22,Not Done,B,-
S07796,English,Development Without Window.,2024-12-28,Pending,B-,No
S04099,Science,North Which Too.,2024-11-19, Done ,C-,-
S01221,English,Forward.,2024-10-14,Done,B-,No
S03369,English,Leave Cold.,2024-11-08, Done ,B,No
S06410,History,Talk Current.,2024-10-13,Done,D,Yes
S07877,Geography,Author Young.,2024-11-11,Not Done,C-,No
S06450,Math,Across Respond.,2024-11-18,Not Done,A,Yes
S09527,Math,Make.,2024-11-19, Done ,B-,-
S02462,Math,On Worry Kid.,2025-02-18,Not Done,B-,Yes
S02246,Math,Game Phone.,2024-10-16,Not Done,C,Yes
S09758,Geography,Drug General.,2025-01-21,Pending,C-,-
S00788,Geography,Court Finish.,2024-09-26, Done ,F,-
S04255,Arabic,Spring Along.,2024-12-27,Done,C-,Yes
S04523,History,Thank.,2024-11-03,Pending,A,Yes
S05424,Science,Bar Day.,2025-01-19, Done ,F,No
S00840,Geography,Of Stay Next.,2024-10-03,Done,D,Yes
S02131,Geography,Make Doctor Science.,2024-12-25,Done,A,-
S07816,Arabic,Nothing Treat.,2024-09-27,Not Done,A+,-
S06143,History,Ten Result Again.,2025-01-28, Done ,B,No
S01326,Math,Age Identify.,2025-01-15,Not Done,F,No
S01146,History,Little Third Fact.,2024-10-04,Not Done,B-,Yes
S04027,Science,Cover Short.,2025-01-02,Pending,C,-
S10000,Science,Speak Save.,2024-09-22,Not Done,B-,Yes
S04213,Math,Social Trip Day.,2024-09-25,Not Done,A+,-
S08429,English,Grow.,2024-12-23,Done,D,-
S10258,Math,Mean Cultural How.,2024-12-10,Pending,A+,Yes
S09321,Math,Send Range Especially Against.,2024-12-31,Pending,A+,Yes
S00040,Science,Have Number Similar.,2025-02-18,Done,D,-
S05196,History,Tax Experience In.,2025-02-21,Not Done,A+,Yes
S03314,English,Thing Big.,2024-12-15,Pending,F,-
S03423,History,Ago Human Quite.,2024-10-23,Pending,C-,No
S03654,Geography,Option Budget.,2024-10-19,Not Done,C,No
S00720,Math,Cover Mouth.,2024-12-19, Done ,C,-
S02979,Arabic,His Direction.,2025-01-03, Done ,C-,Yes
S02933,Geography,Happy Evening Several.,2025-01-26,Not Done,C-,Yes
S08243,English,Those Itself Wind.,2025-01-10,Pending,C,No
S12079,Science,Fight Upon.,2024-11-21,Not Done,D,Yes
S05076,Science,Low Opportunity Fear Teach.,2024-12-23,Done,D,-
S08789,Math,There Wife Over Top.,2025-02-19,Pending,C-,Yes
S01849,History,Travel Defense Build Response.,2024-12-25,Not Done,C-,-
S04580,Geography,Matter Gas.,2024-10-24,Done,D,No
S06638,Science,By One.,2024-09-21, Done ,A+,No
S06266,Arabic,Rich Apply Stuff.,2025-02-24,Done,C-,-
S02860,Math,Goal System Difference.,2024-11-14, Done ,C-,-
S01776,Arabic,Set Different.,2025-01-12, Done ,F,-
S04001,Science,Nice Success.,2024-11-29, Done ,A+,No
S05658,Math,Return Call Cover Mean.,2025-03-07,Done,D,Yes
S11335,Arabic,Care Deal.,2024-09-30,Not Done,B-,-
S00624,Arabic,Force Example Man.,2025-01-23,Done,C,No
S00919,English,Cut Draw Look.,2024-12-07,Done,D,-
S08871,Math,Involve By How.,2024-12-03,Pending,C-,Yes
S04976,Geography,Break Garden.,2024-12-25,Not Done,F,Yes
S04660,History,Whom Show Card.,2025-01-11,Done,C-,-
S06870,Science,Suggest.,2024-09-18,Done,B-,Yes
S05631,History,Memory Federal Miss.,2024-10-17,Done,D,Yes
S06083,Math,Probably Worker Speech.,2024-12-24, Done ,C-,-
S10108,Science,Security Would Already.,2025-02-15,Not Done,F,No
S01571,Math,Mouth Enter.,2025-01-21,Done,D,Yes
S01160,History,Goal Discover.,2024-09-20,Done,F,Yes
S08646,Arabic,Today White.,2024-11-10,Done,F,Yes
S08540,Arabic,True Here.,2024-03-10,Done,F,-
S00038,Science,Amount Drop Record Particular.,2024-11-29,Pending,A+,No
S09823,Math,Question Beautiful.,2025-01-17,Done,A+,Yes
S04046,Geography,Song Class Hundred.,2024-09-13,Pending,F,-
S05764,Math,Stop Worker Loss Letter.,2024-11-18,Pending,D,No
S09619,English,Easy Who.,2024-07-10, Done ,D,No
S09220,Science,Impact We.,2024-10-16,Not Done,F,No
S05534,English,Four Above Poor.,2024-12-29,Not Done,B-,No
S03637,Science,Focus College Federal.,2024-11-22,Not Done,B-,Yes
S00878,Math,Certain Dark Security West.,2024-03-10,Not Done,F,Yes
S00454,Geography,Both Whom.,2025-01-24,Done,C-,No
S03015,English,Reflect Could.,2025-03-04,Done,A,No
S04650,Math,Beautiful Huge Senior.,2024-09-30,Not Done,A+,-
S11493,Geography,Material.,2024-09-09,Done,B-,Yes
S01709,Geography,Meet West.,2024-09-26,Not Done,C,-
S02115,Science,Top Study Benefit.,2024-10-28,Not Done,B,-
S07905,Math,Realize Ball Year.,2024-10-20, Done ,D,Yes
S02648,Arabic,Expect Describe Everything.,2024-11-12,Not Done,A,Yes
S03768,History,Population Young Seem.,2025-02-11,Done,C,-
S09200,Science,Kind Study As.,2025-02-23,Not Done,F,No
S01288,Science,Fill Safe Drug.,2024-12-28,Not Done,B-,-
S00440,History,Fear Place Like.,2025-01-15,Done,A+,Yes
S06449,Math,Thank Plan Big.,2025-01-29,Not Done,B-,No
S08298,Science,Night.,2024-11-27,Not Done,C,No
S10358,History,Move Subject.,2025-03-01,Done,A+,No
S00371,Geography,Site Technology.,2025-01-05,Not Done,A,-
S11870,English,Put Win.,2024-10-15,Pending,C,Yes
S03395,Geography,Design Off Four.,2024-09-12,Not Done,B,-
S05500,Science,Example His.,2025-01-30,Done,B,No
S01488,Math,Including Expert Themselves.,2024-12-01,Not Done,B-,Yes
S06995,History,Such Thank Give.,2024-12-08,Done,D,-
S09626,Math,Level Just.,2024-12-27, Done ,A+,Yes
S11049,English,Nor Trip Ability Five.,2024-09-26,Not Done,B-,Yes
S01527,Math,Yet Term Understand Allow.,2024-12-20,Done,D,-
S06857,History,Include Everyone Movement.,2025-01-08,Not Done,B-,-
S11935,English,Decade Particular Him.,2024-11-30,Not Done,B-,-
S07255,English,Nice Entire Gas.,2024-10-19,Not Done,F,No
S09643,Science,History Born World.,2025-02-05,Done,F,-
S08181,Arabic,Day Hair.,2025-01-31, Done ,C,No
S04151,Science,Safe Trial.,2025-02-19, Done ,B-,No
S06124,Math,Face Less.,2025-04-03,Pending,D,Yes
S02450,Geography,Back.,2024-09-22,Not Done,C-,No
S06957,Math,Kid Number Particularly.,2024-11-19,Done,A,No
S07412,English,Both Without Mention Heart.,2024-09-28,Done,D,-
S06921,Science,Read Nice.,2024-11-01, Done ,A+,Yes
S04745,Science,Much Every.,2024-11-07, Done ,A,-
S09282,Geography,Series Because These.,2024-12-16,Pending,C-,Yes
S02290,English,Owner Buy Activity.,2024-12-16,Not Done,C,Yes
S06800,Arabic,Response Somebody Give.,2025-05-02,Not Done,B,-
S02826,Math,Single These Visit.,2024-10-18,Done,A,-
S03560,Geography,Indeed Rather Push.,2025-03-07,Not Done,D,-
S02932,Science,Lot Mission Player.,2024-11-08,Done,C-,No
S09376,Science,Recently Join Ahead.,2024-12-22, Done ,C-,No
S12068,Science,Black Perhaps Energy.,2025-06-01,Done,D,No
S11562,Geography,Attack Green.,2024-11-03,Pending,C-,Yes
S03165,English,Right My Many.,2025-02-21,Done,B,No
S04259,History,Meet Debate Beyond.,2024-11-23,Not Done,F,-
S11106,Geography,Mrs Bed.,2024-12-30,Pending,D,-
S05789,Math,These Impact Sell.,2024-12-31, Done ,C,Yes
S05838,English,Response Whose.,2024-10-02,Done,B-,No
S05258,Geography,Meeting Huge Five.,2024-12-17,Done,B-,-
S11781,Geography,Nice Already.,2025-03-02,Pending,B-,Yes
S00108,Geography,Industry.,2024-10-06, Done ,F,-
S03418,Science,Somebody Control One New.,2025-01-18, Done ,C,-
S00781,Arabic,First Letter Exactly.,2025-02-21,Done,D,-
S10017,English,Especially Movement Single.,2024-11-16,Done,B-,No
S09562,English,Arm Spring Southern.,2024-09-13,Done,C-,Yes
S09402,Geography,Music Research Newspaper.,2025-01-27,Done,B,-
S05859,English,How After Husband.,2024-09-16,Pending,A+,-
S03120,Geography,Sure Camera Argue.,2024-09-25,Not Done,B-,No
S04531,Geography,Force Certainly Raise.,2025-03-07,Not Done,C,No
S05462,Science,Feeling Worker.,2025-02-22,Done,B-,No
S01654,Geography,Specific Evening.,2025-01-18,Pending,A,No
S05206,Math,Feel Certain Phone Move.,2025-02-03,Pending,C,Yes
S10090,Arabic,Mother West When.,2024-11-25,Not Done,D,No
S06973,Science,Near.,2025-01-15, Done ,A,No
S12044,Math,Catch See Fire She.,2024-11-29,Not Done,A+,Yes
S07977,Arabic,Else Thousand.,2025-11-01,Done,B,No
S05794,Math,The Scene.,2024-12-18,Not Done,A,Yes
S07178,English,Source.,2024-09-18,Not Done,A,Yes
S02268,Science,Give Feel Hard.,2025-01-07,Not Done,A+,Yes
S07128,Math,Onto Body Score.,2025-02-27,Pending,B,-
S04092,Math,How Management Community.,2024-12-09,Not Done,F,-
S10956,History,Form Ever Black.,2024-09-19,Done,C,-
S08896,Geography,Bar Material.,2025-02-16, Done ,B,Yes
S00278,Math,Store Fact.,2024-12-02,Not Done,D,-
S05762,Arabic,Difference Hand.,2024-09-11,Not Done,A,No
S03153,English,Entire Moment.,2025-01-26,Done,A+,-
S07774,Arabic,Here Lay Could.,2025-01-24,Done,C-,-
S10449,English,Discover Religious.,2025-01-24,Not Done,F,Yes
S07320,English,Among Off Ask.,2024-11-10,Done,C,-
S04583,History,Film Eight.,2024-12-10,Not Done,A,Yes
S02440,English,Task Reflect.,2024-09-09,Not Done,A,-
S08451,Geography,Develop Human.,2024-06-10, Done ,A+,Yes
S02318,Math,Make Own Fire.,2024-09-24, Done ,D,No
S10802,Math,Six Tax Send.,2024-12-15,Not Done,C,-
S04513,English,Executive Purpose Similar Career.,2025-01-26,Not Done,F,No
S01921,Geography,Who While.,2024-09-10,Pending,B-,-
S04929,Math,Tax Account Want.,2024-11-15,Done,B-,-
S04464,History,Show Choice.,2024-12-19,Not Done,A+,Yes
S08403,Geography,Yet These.,2024-10-24,Done,C-,-
S05195,Science,Wrong.,2024-11-09,Not Done,F,No
S10342,History,Look Become Task.,2024-10-08,Done,F,Yes
S09735,Geography,Pass Event.,2024-12-01,Pending,F,-
S07918,Science,Accept Growth Policy.,2025-03-03,Not Done,C-,No
S02609,Math,Side Street Star.,2024-10-22,Done,C-,No
S02738,Science,Strong.,2024-12-12,Pending,F,-
S02235,Science,Not Use.,2024-10-30,Done,D,-
S11294,Math,Protect Left.,2024-11-08,Done,F,No
S00892,Geography,Military Task.,2024-12-17,Done,C-,No
S00350,History,Bed Whatever Series.,2024-09-21,Pending,C,-
S10332,Science,Policy.,2025-02-12,Pending,B,No
S04957,Geography,Now Character Everything Early.,2025-01-09,Not Done,B,Yes
S02318,English,Herself Also Professional Improve.,2024-09-28,Done,C-,No
S06288,Geography,New Crime.,2024-10-24,Done,D,No
S10051,Geography,Walk Line Knowledge.,2024-10-08,Done,A,-
S06961,Arabic,Structure Billion.,2025-02-06, Done ,F,No
S09974,Geography,Whose.,2024-10-23, Done ,F,No
S11475,Geography,Set Serious Various Live.,2025-01-09,Done,D,-
S08194,Arabic,Long They When.,2025-02-08, Done ,A+,No
S00573,Science,Real Experience Wear.,2024-09-25,Done,F,-
S07080,English,Often Kitchen.,2024-12-11, Done ,B,Yes
S01895,Arabic,Through Full.,2024-11-12, Done ,C-,-
S04331,Math,With Record.,2024-12-31,Not Done,F,No
S03894,Math,Government Boy.,2025-02-02, Done ,C,No
S04600,English,Around Matter Card Particularly.,2024-12-23, Done ,A,Yes
S10296,History,Way Miss Everyone.,2025-01-19,Pending,F,No
S07022,Geography,Remain Plan With Improve.,2024-12-29,Done,F,No
S08576,English,Remain Society Water.,2024-09-29, Done ,A+,No
S00310,Science,Suffer Bag.,2024-11-24,Not Done,B-,Yes
S06415,History,Want Color Listen Job.,2024-12-26,Done,C,-
S09876,Math,Cover Argue.,2024-11-01,Pending,B,No
S04062,Math,Dream Together Mean Lawyer.,2024-10-14,Not Done,A,Yes
S06750,Math,Director Front.,2024-10-22,Done,B-,No
S02177,Geography,Focus Figure.,2025-01-24,Pending,F,No
S10060,Geography,Least May.,2024-10-28, Done ,A+,No
S06241,Math,Final Until.,2025-02-06,Done,D,No
S05979,History,Red As.,2024-09-29,Pending,C-,No
S01814,English,List Court Day Resource.,2024-11-19,Not Done,A,-
S10010,Science,Reduce If Most.,2024-10-25,Not Done,F,No
S06900,History,Success Ask Sure.,2025-01-30, Done ,A+,Yes
S08756,Arabic,Floor Six.,2025-02-03,Done,B-,No
S07517,History,Guess Which Summer Miss.,2025-03-03,Not Done,B,No
S08519,Arabic,Person No Theory Less.,2025-01-13, Done ,C-,No
S06114,English,Garden Tough Unit.,2025-02-18,Not Done,C-,-
S00845,History,Impact Herself Very.,2025-01-18,Done,A,No
S05098,Science,Approach Nation Operation.,2025-02-23,Done,B-,Yes
S05452,Geography,Since First Should.,2025-01-18,Done,B-,Yes
S07821,English,True President.,2025-01-13,Not Done,A+,No
S07738,Arabic,Window Stop.,2025-02-13,Pending,A+,Yes
S08598,Geography,Interest Language.,2024-10-26,Not Done,D,No
S03388,Geography,Billion Hand.,2024-11-16,Done,B,No
S09517,Geography,Pressure Respond.,2025-02-18,Done,F,-
S06321,Arabic,Huge Middle Watch Father.,2024-09-09,Not Done,D,Yes
S07351,Arabic,Line Technology Fire.,2024-09-08, Done ,B,Yes
S05964,Math,Either Hard Easy Learn.,2024-10-24,Done,A,No
S02361,Math,Difficult Husband.,2025-01-16,Done,B-,-
S04073,History,Really Yourself Use.,2024-11-23,Not Done,C,Yes
S09426,Science,Including.,2024-12-23,Not Done,F,Yes
S06961,Arabic,Tough Like Current.,2025-02-06,Not Done,A+,No
S11814,Math,Half Smile.,2025-02-16,Done,B,Yes
S09173,Geography,These Second Lose Move.,2024-06-11,Done,F,-
S05440,History,President Best.,2025-02-08,Pending,C,Yes
S12152,Geography,How Town West Manager.,2024-10-09,Not Done,A+,No
S02870,History,Owner Account.,2025-03-04,Done,A+,No
S09451,Math,Senior Fast Military.,2024-05-10,Done,A,No
S06256,Arabic,Big If.,2025-03-01,Not Done,C,Yes
S01621,English,Recognize Special Own.,2025-02-02, Done ,A+,Yes
S04387,History,Religious Hand Information Certainly.,2024-12-03, Done ,B,No
S05976,English,Century Above Plan.,2025-02-17,Not Done,B,Yes
S11899,Math,Employee Dream.,2025-02-23,Done,C-,Yes
S09981,History,Analysis.,2025-02-23, Done ,D,-
S11755,Geography,Over Talk Win.,2024-12-22,Done,C-,Yes
S09055,Science,Goal City Well.,2024-11-20,Pending,C-,No
S06884,Geography,Network Since Consumer.,2024-09-19,Not Done,A+,-
S11115,Arabic,Sell Environment.,2024-10-31, Done ,B-,Yes
S09828,Arabic,Hear.,2024-11-22,Done,B,-
S02061,Geography,Action Year Store.,2024-11-21, Done ,B-,Yes
S00583,Arabic,Before Remember Star.,2025-02-27,Done,C-,Yes
S09220,English,Artist Order.,2024-02-12, Done ,D,Yes
S11844,English,Media Five Activity.,2024-12-27,Done,A+,Yes
S01589,English,Black Low Reason.,2024-12-20,Done,B,Yes
S03476,History,Husband Art Determine.,2024-12-15,Done,F,Yes
S06535,History,Lay Apply.,2025-04-03,Pending,D,-
S07385,Geography,Drop Reflect They.,2025-12-02,Done,D,No
S09827,History,Sister Budget Everyone.,2025-01-23,Not Done,B,-
S09199,Math,You Stage.,2025-01-25,Pending,F,-
S05226,English,Cost Example Process.,2025-01-30,Done,F,-
S00049,Arabic,See Activity.,2024-11-14,Done,C-,No
S10539,Geography,Cut Cold Must.,2024-09-10,Done,C,No
S02731,History,Dream Factor Yard.,2024-11-19, Done ,A+,No
S02490,Arabic,Daughter Ahead Base.,2024-10-13,Not Done,C-,Yes
